<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
YNDX,1,20190115,181700,2000,2001,2000,2000,26
YNDX,1,20190115,181800,2001,2001.5,2001,2001.5,231
YNDX,1,20190115,181900,2001.5,2003.5,2001.5,2003.5,238
YNDX,1,20190115,182000,2002,2002,2000,2002,474
YNDX,1,20190115,182100,2000,2002,2000,2001.5,710
YNDX,1,20190115,182200,2000.5,2001.5,1997,1997,2686
YNDX,1,20190115,182300,1998.5,1998.5,1995.5,1997,841
YNDX,1,20190115,182400,1999,2000,1997.5,1998.5,609
YNDX,1,20190115,182500,1999,2000,1997,1999,329
YNDX,1,20190115,182600,1999,2000,1997,1998,996
YNDX,1,20190115,182700,1998.5,1999.5,1998,1998.5,124
YNDX,1,20190115,182800,1999.5,2000,1999,2000,153
YNDX,1,20190115,183000,2000,2000,1996.5,1996.5,1146
YNDX,1,20190115,183100,1997,1998,1997,1998,218
YNDX,1,20190115,183200,1997,1997,1996,1996.5,238
YNDX,1,20190115,183300,1997.5,1997.5,1996.5,1996.5,12
YNDX,1,20190115,183400,1996.5,1996.5,1996.5,1996.5,3
YNDX,1,20190115,183500,1998,1998,1997,1998,80
YNDX,1,20190115,183600,1998,1998,1996.5,1997,316
YNDX,1,20190115,183700,1997,1997,1996,1996.5,346
YNDX,1,20190115,183800,1996.5,1999.5,1996.5,1998.5,1732
YNDX,1,20190115,183900,1997,1999.5,1997,1999.5,854
YNDX,1,20190115,184500,1999.5,1999.5,1999.5,1999.5,1413
YNDX,1,20190115,184600,1999.5,1999.5,1999.5,1999.5,26
YNDX,1,20190115,184700,1999.5,1999.5,1999.5,1999.5,153
YNDX,1,20190115,184800,1999.5,1999.5,1999.5,1999.5,24
YNDX,1,20190115,184900,1999.5,1999.5,1999.5,1999.5,50
